Entry_ID	List_ID	Code	Concept_ID	Concept	Word	Comment	Standard_Transcription	Stem
30	107	Qax8	1	the ant	qarışqa	NA	qarışqa	5
31	108	Qax9	1	the ant	qarışqa	NA	qarışqa	5
32	133	Yersi1	1	the ant	qarışqa	NA	qarışqa	5
33	134	Yersi2	1	the ant	хъаришхъа	NA	qarışqa	5
34	135	Yersi3	1	the ant	хъаришхъа	NA	qarışqa	5
35	136	Yersi4	1	the ant	карешпа	Check on recording	qarışqa	5
36	10	D_Agul	1	the ant	зибз	NA	зибз	6
37	24	D_Tabasaran	1	the ant	зимз	NA	зимз	6
38	62	Khiv1	1	the ant	зимз	NA	зимз	6
39	63	Khiv2	1	the ant	зимз	NA	зимз	6
40	64	Khiv3	1	the ant	зимз	NA	зимз	6
41	65	Khiv4	1	the ant	зимз	NA	зимз	6
42	71	Khoredzh1	1	the ant	зимз	NA	зимз	6
43	72	Khoredzh2	1	the ant	зимз	NA	зимз	6
44	73	Khoredzh3	1	the ant	зимз	NA	зимз	6
45	74	Khoredzh4	1	the ant	зимз	NA	зимз	6
46	75	Khoredzh5	1	the ant	зимз	NA	зимз	6
47	76	Khoredzh6	1	the ant	зимз	NA	зимз	6
48	77	Khutkhul1	1	the ant	зимзак	NA	зибз	6
49	78	Khutkhul2	1	the ant	зивз	NA	зибз	6
50	79	Khutkhul3	1	the ant	зивз	NA	зибз	6
51	80	Khutkhul4	1	the ant	зимз	NA	зибз	6
52	90	Laka1	1	the ant	зимз	NA	зимз	6
53	91	Laka2	1	the ant	зимз	NA	зимз	6
54	92	Laka3	1	the ant	зимз	NA	зимз	6
55	93	Laka4	1	the ant	зимз	NA	зимз	6
56	94	Laka5	1	the ant	зимс	NA	зимз	6
57	95	Laka6	1	the ant	зимз	NA	зимз	6
58	120	Tpig1	1	the ant	зибз	NA	зибз	6
59	140	D_Archi	1	the ant	zimzu	NA	zimzu	6
60	23	D_Rutul	1	the ant	дзыдза1хъ	NA	дзыдза1хъ	8
61	48	Ikhrek1	1	the ant	цыхцар	NA	дзыдза1хъ	8
62	49	Ikhrek2	1	the ant	цахцар	NA	дзыдза1хъ	8
63	50	Ikhrek3	1	the ant	цыцах	NA	дзыдза1хъ	8
64	51	Ikhrek4	1	the ant	дзы1хцар	NA	дзыдза1хъ	8
65	81	Kiche1	1	the ant	дзыдзах	NA	дзыдза1хъ	8
66	82	Kiche2	1	the ant	дзыдзахъ	NA	дзыдза1хъ	8
67	86	Kina1	1	the ant	дзыдзах	NA	дзыдза1хъ	8
68	87	Kina2	1	the ant	дзыдзах	NA	дзыдза1хъ	8
69	88	Kina3	1	the ant	дзыдзах	NA	дзыдза1хъ	8
70	112	Rutul1	1	the ant	дзыдзахъ	NA	дзыдза1хъ	8
71	172	Kina4	1	the ant	дзыдзых	NA	дзыдза1хъ	8
72	173	Kina5	1	the ant	дзыдзих	NA	дзыдза1хъ	8
73	174	Kina3a	1	the ant	дзыдзах	NA	дзыдза1хъ	8
74	175	Kina2a	1	the ant	дзыдзах	NA	дзыдза1хъ	8
75	176	Kina1a	1	the ant	дзыдзах	NA	дзыдза1хъ	8
76	170	Khnov2	1	the ant	дзадзихьа	NA	дзыдза1хъ	8
77	171	Khnov3	1	the ant	дзадзихьа	NA	дзыдза1хъ	8
78	15	D_Chechen	1	the ant	зингат	NA	зингат	9
79	151	E_Chechen	1	the ant	зингат	NA	зингат	9
80	20	D_Kumyk	1	the ant	къомурсгъа	NA	къомурсгъа	13
81	152	E_Kumyk	1	the ant	къомурсгъа	NA	къомурсгъа	13
82	9	D_Botlikh	1	the ant	танц1ц1а	NA	танц1ц1а	14
83	16	D_Gagatli	1	the ant	лъанц1ц1и	NA	лъанц1ц1и	14
84	19	D_Karata	1	the ant	лъарц1ц1е	NA	лъарц1ц1е	14
85	53	Karata1	1	the ant	лъарц1ц1е	NA	лъарц1ц1е	14
86	54	Karata2	1	the ant	лъарц1ц1е	NA	лъарц1ц1е	14
87	55	Karata3	1	the ant	лъарц1ц1е	NA	лъарц1ц1е	14
88	56	Karata4	1	the ant	лъарц1ц1е	NA	лъарц1ц1е	14
89	111	Rikvani1	1	the ant	лъанц1	NA	лъанц1ц1и	14
90	137	Zilo1	1	the ant	лъанц1ц1и	NA	лъанц1ц1и	14
91	138	Zilo2	1	the ant	лъанц1и	NA	лъанц1ц1и	14
92	154	Anchikh1	1	the ant	лъац1ади	plural	лъарц1ц1е	14
93	155	Anchikh2	1	the ant	лъац1а	NA	лъарц1ц1е	14
94	156	Kwankhidatli1	1	the ant	лъанц1и	NA	лъанц1ц1и	14
95	157	Tukita2	1	the ant	х1арц1а	NA	лъарц1ц1е	14
96	158	Tukita3	1	the ant	х1арц1а	NA	лъарц1ц1е	14
97	159	Tukita4	1	the ant	х1арц1а	NA	лъарц1ц1е	14
98	160	Tukita5	1	the ant	х1арц1а	NA	лъарц1ц1е	14
99	22	E_Russian	1	the ant	муравей	NA	муравей	16
100	18	D_Hinuq	1	the ant	рецен	NA	рецен	17
101	25	D_Tsez	1	the ant	РЕЦÉНЙО	NA	РЕЦÉНЙО	17
102	83	Kidero1	1	the ant	РЕЦÉНЙО	NA	РЕЦÉНЙО	17
103	84	Kidero2	1	the ant	РЕЦÉНЙО	NA	РЕЦÉНЙО	17
104	85	Kidero3	1	the ant	РЕЦÉНЙО	NA	РЕЦÉНЙО	17
105	12	D_Avar	1	the ant	цIунцIра	NA	цIунцIра	20
106	147	Kusur1	1	the ant	ц1унц1ура	NA	цIунцIра	20
107	150	E_Avar	1	the ant	цIунцIра	NA	цIунцIра	20
108	2	Arkhit1	1	the ant	цек	NA	цегв	23
109	3	Arkhit2	1	the ant	цег	NA	цегв	23
110	4	Arkhit3	1	the ant	цег	NA	цегв	23
111	5	Arkhit4	1	the ant	цеквуьр	NA	цегв	23
112	6	Arkhit5	1	the ant	цег	NA	цегв	23
113	7	Arkhit6	1	the ant	цегв	NA	цегв	23
114	21	D_Lezgian	1	the ant	цегв	NA	цегв	23
115	121	Tsinit1	1	the ant	цег	NA	цегв	23
116	122	Tsinit2	1	the ant	цегв	NA	цегв	23
117	123	Tsinit3	1	the ant	цег	NA	цегв	23
118	124	Tsinit4	1	the ant	цег	NA	цегв	23
119	125	Tsinit5	1	the ant	цег	NA	цегв	23
120	146	D_Bagvalal	1	the ant	жуНж	NA	жуНж	24
121	10	D_Agul	2	the arch	чарх	NA	чарх	1
122	23	D_Rutul	2	the arch	чарх	NA	чарх	1
123	24	D_Tabasaran	2	the arch	чарх	NA	чарх	1
124	50	Ikhrek3	2	the arch	чарх	NA	чарх	1
125	62	Khiv1	2	the arch	чарх	NA	чарх	1
126	65	Khiv4	2	the arch	чарх	NA	чарх	1
127	78	Khutkhul2	2	the arch	чарх	NA	чарх	1
128	79	Khutkhul3	2	the arch	чарх	NA	чарх	1
129	80	Khutkhul4	2	the arch	чарх	NA	чарх	1
130	81	Kiche1	2	the arch	чарх	NA	чарх	1
131	82	Kiche2	2	the arch	чарх	NA	чарх	1
132	87	Kina2	2	the arch	чарх	NA	чарх	1
133	88	Kina3	2	the arch	чарх	NA	чарх	1
134	90	Laka1	2	the arch	(полу-)чарх	NA	чарх	1
135	91	Laka2	2	the arch	чарх	NA	чарх	1
136	92	Laka3	2	the arch	чарх	NA	чарх	1
137	93	Laka4	2	the arch	чарх	NA	чарх	1
138	94	Laka5	2	the arch	чарх	NA	чарх	1
139	95	Laka6	2	the arch	чарх	NA	чарх	1
140	112	Rutul1	2	the arch	чарх	NA	чарх	1
141	119	Tatil5	2	the arch	чарх	CONFIRMED	чарх	1
142	120	Tpig1	2	the arch	чарх	NA	чарх	1
143	174	Kina3a	2	the arch	чарх	NA	чарх	1
144	175	Kina2a	2	the arch	чарх	NA	чарх	1
145	22	E_Russian	2	the arch	арка	NA	арка	2
146	9	D_Botlikh	2	the arch	к1к1амур	NA	к1к1амур	3
147	12	D_Avar	2	the arch	кIамури	NA	кIамури	3
148	14	D_Bezhta1	2	the arch	k’amur	NA	k’amur	3
149	16	D_Gagatli	2	the arch	к1к1амур	NA	к1к1амур	3
150	18	D_Hinuq	2	the arch	кIамури	NA	кIамури	3
151	19	D_Karata	2	the arch	к1амур	NA	к1амур	3
152	25	D_Tsez	2	the arch	КIÁМУ	NA	КIÁМУ	3
153	53	Karata1	2	the arch	к1амур	NA	к1амур	3
154	54	Karata2	2	the arch	к1амур	NA	к1амур	3
155	54	Karata2	2	the arch	к1амур	NA	к1амур	3
156	55	Karata3	2	the arch	к1амур	NA	к1амур	3
157	84	Kidero2	2	the arch	к1аму	NA	КIÁМУ	3
158	85	Kidero3	2	the arch	к1аму	NA	КIÁМУ	3
159	111	Rikvani1	2	the arch	к1к1ара	NA	к1к1амур	3
160	137	Zilo1	2	the arch	к1к1амур	NA	к1к1амур	3
161	138	Zilo2	2	the arch	к1к1амур	NA	к1к1амур	3
162	140	D_Archi	2	the arch	kummur	NA	kummur	3
163	141	D_Bezhta2	2	the arch	k’amur	NA	k’amur	3
164	142	Tlibisho1	2	the arch	к1авун	NA	кIáмур	3
165	143	Tlibisho2	2	the arch	к1авун	NA	кIáмур	3
166	144	Tlibisho3	2	the arch	к1авун	NA	кIáмур	3
167	146	D_Bagvalal	2	the arch	кIáмур	NA	кIáмур	3
168	150	E_Avar	2	the arch	кIамури	NA	кIамури	3
169	155	Anchikh2	2	the arch	к1амура	NA	к1амур	3
170	156	Kwankhidatli1	2	the arch	к1амури	NA	к1к1амур	3
171	157	Tukita2	2	the arch	к1амири	NA	к1амур	3
172	159	Tukita4	2	the arch	к1амири	NA	к1амур	3
173	1	Alibeglo1	2	the arch	taʁ	CONFIRMED	taʁi	5
174	13	E_Azerbaijani	2	the arch	tağ	NA	tağ	5
175	17	D_Georgian	2	the arch	taʁi	NA	taʁi	5
176	27	Darvag2	2	the arch	тагь	NA	tağ	5
177	52	Ilisu1	2	the arch	tağ	NA	tağ	5
178	96	Meshabash1	2	the arch	taʁi	CONFIRMED	taʁi	5
179	97	Meshabash2	2	the arch	taʁi	NA	taʁi	5
180	101	Qax2	2	the arch	tağ	NA	tağ	5
181	103	Qax4	2	the arch	taʁ	NA	taʁi	5
182	104	Qax5	2	the arch	taʁ	CONFIRMED	taʁi	5
183	106	Qax7	2	the arch	tağ	NA	tağ	5
184	107	Qax8	2	the arch	tağ	NA	tağ	5
185	139	D_Persian	2	the arch	tagh	NA	tāq	5
186	148	E_Georgian	2	the arch	taʁi	NA	taʁi	5
187	153	E_Persian	2	the arch	tāq	NA	tāq	5
188	23	D_Rutul	2	the arch	ад	NA	ад	6
189	20	D_Kumyk	2	the arch	гюмез	NA	гюмез	14
190	152	E_Kumyk	2	the arch	гюмез	NA	гюмез	14
191	15	D_Chechen	2	the arch	нартол	NA	нартол	16
192	151	E_Chechen	2	the arch	нартол	consultant does not know or recognize the word	нартол	16
193	149	E_Arabic	2	the arch	"قَوْس"	qaẘs	"قَوْس"	18
194	13	E_Azerbaijani	3	the axe/ax	balta	NA	balta	1
195	20	D_Kumyk	3	the axe/ax	балта	NA	балта	1
196	23	D_Rutul	3	the axe/ax	балта	NA	балта	1
197	26	Darvag1	3	the axe/ax	balta	NA	balta	1
198	27	Darvag2	3	the axe/ax	балта	NA	balta	1
199	28	Darvag3	3	the axe/ax	балта	NA	balta	1
200	29	Darvag4	3	the axe/ax	балта	NA	balta	1
201	29	Darvag4	3	the axe/ax	балта	NA	balta	1
202	31	Darvag5	3	the axe/ax	балта	NA	balta	1
203	32	Darvag6	3	the axe/ax	балта	NA	balta	1
204	48	Ikhrek1	3	the axe/ax	балта	NA	балта	1
205	49	Ikhrek2	3	the axe/ax	балта	NA	балта	1
206	50	Ikhrek3	3	the axe/ax	балта	NA	балта	1
207	51	Ikhrek4	3	the axe/ax	балта	NA	балта	1
208	52	Ilisu1	3	the axe/ax	balta	NA	balta	1
209	81	Kiche1	3	the axe/ax	балта	NA	балта	1
210	82	Kiche2	3	the axe/ax	балта	NA	балта	1
211	86	Kina1	3	the axe/ax	балта	NA	балта	1
212	87	Kina2	3	the axe/ax	балта	NA	балта	1
213	88	Kina3	3	the axe/ax	балта	NA	балта	1
214	100	Qax1	3	the axe/ax	balta	NA	balta	1
215	101	Qax2	3	the axe/ax	balta	NA	balta	1
216	102	Qax3	3	the axe/ax	balta	NA	balta	1
217	106	Qax7	3	the axe/ax	balta	NA	balta	1
218	107	Qax8	3	the axe/ax	balta	NA	balta	1
219	108	Qax9	3	the axe/ax	balta	NA	balta	1
220	112	Rutul1	3	the axe/ax	балта	NA	балта	1
221	133	Yersi1	3	the axe/ax	balta	NA	balta	1
222	134	Yersi2	3	the axe/ax	балта	NA	balta	1
223	135	Yersi3	3	the axe/ax	балта	NA	balta	1
224	136	Yersi4	3	the axe/ax	балта	NA	balta	1
225	152	E_Kumyk	3	the axe/ax	балта	NA	балта	1
226	172	Kina4	3	the axe/ax	балт1а	большой	балта	1
227	173	Kina5	3	the axe/ax	балта	NA	балта	1
228	174	Kina3a	3	the axe/ax	балта	NA	балта	1
229	175	Kina2a	3	the axe/ax	балта	NA	балта	1
230	176	Kina1a	3	the axe/ax	балта	NA	балта	1
231	11	D_Arabic	3	the axe/ax	fa's	NA	"فَأْس
"	2
232	149	E_Arabic	3	the axe/ax	"فَأْس
"	fā̊̉s	"فَأْس
"	2
233	148	E_Georgian	3	the axe/ax	najakhi	NA	najakhi	3
234	8	Bezhta1	3	the axe/ax	оНг	NA	õg	4
235	14	D_Bezhta1	3	the axe/ax	õg	NA	õg	4
236	18	D_Hinuq	3	the axe/ax	ог	NA	ог	4
237	141	D_Bezhta2	3	the axe/ax	õg	NA	õg	4
238	161	Bezhta2	3	the axe/ax	оНг	NA	õg	4
239	1	Alibeglo1	3	the axe/ax	tsuld	NA	tsuli	5
240	17	D_Georgian	3	the axe/ax	tsuli	NA	tsuli	5
241	96	Meshabash1	3	the axe/ax	suldi	NA	tsuli	5
242	97	Meshabash2	3	the axe/ax	tsuli	NA	tsuli	5
243	103	Qax4	3	the axe/ax	tsuld	CONFIRMED	tsuli	5
244	104	Qax5	3	the axe/ax	tsuldi	NA	tsuli	5
245	105	Qax6	3	the axe/ax	tsuldi	большой топор	tsuli	5
246	148	E_Georgian	3	the axe/ax	tsuli	NA	tsuli	5
247	22	E_Russian	3	the axe/ax	топор	NA	топор	6
248	139	D_Persian	3	the axe/ax	tabar	NA	tabar	6
249	140	D_Archi	3	the axe/ax	tabərzan	NA	tabərzan	6
250	153	E_Persian	3	the axe/ax	tabar	NA	tabar	6
251	153	E_Persian	3	the axe/ax	tabarzin	NA	tabar	6
252	19	D_Karata	3	the axe/ax	аНжито	NA	аНжито	8
253	53	Karata1	3	the axe/ax	анжитобо	NA	аНжито	8
254	54	Karata2	3	the axe/ax	анжито(бо)	NA	аНжито	8
255	55	Karata3	3	the axe/ax	аНжито	NA	аНжито	8
256	56	Karata4	3	the axe/ax	аНжито	NA	аНжито	8
257	126	Tukita1	3	the axe/ax	г1анжит	NA	аНжито	8
258	142	Tlibisho1	3	the axe/ax	анжит	NA	аНжитв	8
259	143	Tlibisho2	3	the axe/ax	анжит	NA	аНжитв	8
260	144	Tlibisho3	3	the axe/ax	анжит	NA	аНжитв	8
261	145	Tlibisho4	3	the axe/ax	анжит	NA	аНжитв	8
262	146	D_Bagvalal	3	the axe/ax	аНжитв	NA	аНжитв	8
263	154	Anchikh1	3	the axe/ax	анжит	NA	аНжито	8
264	155	Anchikh2	3	the axe/ax	анжит	NA	аНжито	8
265	157	Tukita2	3	the axe/ax	г1анжит	NA	аНжито	8
266	158	Tukita3	3	the axe/ax	г1анжит	NA	аНжито	8
267	159	Tukita4	3	the axe/ax	г1анжит	NA	аНжито	8
268	160	Tukita5	3	the axe/ax	г1анжит	NA	аНжито	8
269	12	D_Avar	3	the axe/ax	гIащтIи	NA	гIащтIи	10
270	150	E_Avar	3	the axe/ax	гIащтIи	NA	гIащтIи	10
271	25	D_Tsez	3	the axe/ax	ГIО	NA	ГIО	11
272	83	Kidero1	3	the axe/ax	ГIО	NA	ГIО	11
273	84	Kidero2	3	the axe/ax	ГIО	NA	ГIО	11
274	85	Kidero3	3	the axe/ax	ГIО	NA	ГIО	11
275	15	D_Chechen	3	the axe/ax	диг	NA	диг	12
276	151	E_Chechen	3	the axe/ax	диг	NA	диг	12
277	2	Arkhit1	3	the axe/ax	як1	NA	як1в	13
278	3	Arkhit2	3	the axe/ax	як1	NA	як1в	13
279	4	Arkhit3	3	the axe/ax	як1	NA	як1в	13
280	5	Arkhit4	3	the axe/ax	як1	NA	як1в	13
281	6	Arkhit5	3	the axe/ax	як1	NA	як1в	13
282	7	Arkhit6	3	the axe/ax	як1в	NA	як1в	13
283	10	D_Agul	3	the axe/ax	якIв	NA	якIв	13
284	21	D_Lezgian	3	the axe/ax	як1в	NA	як1в	13
285	24	D_Tabasaran	3	the axe/ax	екIв	NA	екIв	13
286	33	Dyubek1	3	the axe/ax	як1а	NA	екIв	13
287	34	Dyubek2	3	the axe/ax	як1а	NA	екIв	13
288	35	Dyubek3	3	the axe/ax	як1	NA	екIв	13
289	36	Dyubek4	3	the axe/ax	як1а	NA	екIв	13
290	57	Khapil1	3	the axe/ax	як1	NA	екIв	13
291	58	Khapil2	3	the axe/ax	як1	NA	екIв	13
292	59	Khapil3	3	the axe/ax	якlу	NA	екIв	13
293	60	Khapil4	3	the axe/ax	як1	NA	екIв	13
294	61	Khapil5	3	the axe/ax	якьу	NA	екIв	13
295	62	Khiv1	3	the axe/ax	ек1	NA	екIв	13
296	63	Khiv2	3	the axe/ax	ек1	NA	екIв	13
297	63	Khiv2	3	the axe/ax	юк1	NA	екIв	13
298	64	Khiv3	3	the axe/ax	ек1	NA	екIв	13
299	65	Khiv4	3	the axe/ax	екIв	NA	екIв	13
300	71	Khoredzh1	3	the axe/ax	юк1	NA	екIв	13
301	72	Khoredzh2	3	the axe/ax	юк1	NA	екIв	13
302	73	Khoredzh3	3	the axe/ax	юк1	NA	екIв	13
303	74	Khoredzh4	3	the axe/ax	юк1	NA	екIв	13
304	75	Khoredzh5	3	the axe/ax	юк1	NA	екIв	13
305	76	Khoredzh6	3	the axe/ax	юкв	NA	екIв	13
306	77	Khutkhul1	3	the axe/ax	якв	NA	якIв	13
307	78	Khutkhul2	3	the axe/ax	як1в	NA	якIв	13
308	79	Khutkhul3	3	the axe/ax	як1в	NA	якIв	13
309	80	Khutkhul4	3	the axe/ax	як1в	NA	якIв	13
310	89	Kurag1	3	the axe/ax	як1в	NA	як1в	13
311	90	Laka1	3	the axe/ax	ек1в	NA	екIв	13
312	91	Laka2	3	the axe/ax	ек1в	NA	екIв	13
313	92	Laka3	3	the axe/ax	юк1в	NA	екIв	13
314	93	Laka4	3	the axe/ax	юк1	NA	екIв	13
315	94	Laka5	3	the axe/ax	юк1	NA	екIв	13
316	95	Laka6	3	the axe/ax	йик1	NA	екIв	13
317	115	Tatil1	3	the axe/ax	як1	NA	екIв	13
318	116	Tatil2	3	the axe/ax	як1	NA	екIв	13
319	117	Tatil3	3	the axe/ax	як1	NA	екIв	13
320	118	Tatil4	3	the axe/ax	якьв	NA	екIв	13
321	119	Tatil5	3	the axe/ax	якьв	NA	екIв	13
322	120	Tpig1	3	the axe/ax	якIв	NA	якIв	13
323	121	Tsinit1	3	the axe/ax	як1	NA	як1в	13
324	122	Tsinit2	3	the axe/ax	як1	NA	як1в	13
325	123	Tsinit3	3	the axe/ax	як1в	NA	як1в	13
326	124	Tsinit4	3	the axe/ax	як1	NA	як1в	13
327	125	Tsinit5	3	the axe/ax	як1	NA	як1в	13
328	127	Yagdyg1	3	the axe/ax	як1	NA	екIв	13
329	128	Yagdyg2	3	the axe/ax	як1	NA	екIв	13
330	129	Yagdyg3	3	the axe/ax	якlв	NA	екIв	13
331	130	Yagdyg4	3	the axe/ax	як1	NA	екIв	13
332	131	Yagdyg5	3	the axe/ax	як1	NA	екIв	13
333	132	Yagdyg6	3	the axe/ax	якьв	NA	екIв	13
334	165	Fiy1	3	the axe/ax	йакьв	confirmed	як1в	13
335	166	Fiy2	3	the axe/ax	йакьв	NA	як1в	13
336	168	Gdym2	3	the axe/ax	йакьв	NA	як1в	13
337	18	D_Hinuq	3	the axe/ax	ишину	NA	ишину	14
338	9	D_Botlikh	3	the axe/ax	курт1а	NA	курт1а	15
339	1	Alibeglo1	4	the ball	burti	NA	burti	1
340	17	D_Georgian	4	the ball	burti	NA	burti	1
341	96	Meshabash1	4	the ball	burti	NA	burti	1
342	97	Meshabash2	4	the ball	burti	NA	burti	1
343	103	Qax4	4	the ball	burti	NA	burti	1
344	104	Qax5	4	the ball	burti	NA	burti	1
345	105	Qax6	4	the ball	burti	NA	burti	1
346	148	E_Georgian	4	the ball	burti	NA	burti	1
347	2	Arkhit1	4	the ball	туп	NA	туп	2
348	3	Arkhit2	4	the ball	туп	NA	туп	2
349	4	Arkhit3	4	the ball	туп	NA	туп	2
350	5	Arkhit4	4	the ball	туп	NA	туп	2
351	6	Arkhit5	4	the ball	туп	NA	туп	2
352	7	Arkhit6	4	the ball	туп	NA	туп	2
353	10	D_Agul	4	the ball	туп	NA	туп	2
354	13	E_Azerbaijani	4	the ball	top	NA	top	2
355	20	D_Kumyk	4	the ball	топ	NA	топ	2
356	21	D_Lezgian	4	the ball	туп	NA	туп	2
357	23	D_Rutul	4	the ball	туп	NA	туп	2
358	24	D_Tabasaran	4	the ball	туп	NA	туп	2
359	25	D_Tsez	4	the ball	ТОП	NA	ТОП	2
360	26	Darvag1	4	the ball	топ	NA	top	2
361	27	Darvag2	4	the ball	туп	NA	top	2
362	28	Darvag3	4	the ball	туп	NA	top	2
363	29	Darvag4	4	the ball	туп	NA	top	2
364	29	Darvag4	4	the ball	туп	NA	top	2
365	31	Darvag5	4	the ball	туп	NA	top	2
366	32	Darvag6	4	the ball	туп	NA	top	2
367	33	Dyubek1	4	the ball	туп	NA	туп	2
368	34	Dyubek2	4	the ball	туп	NA	туп	2
369	35	Dyubek3	4	the ball	туп	NA	туп	2
370	36	Dyubek4	4	the ball	туп	NA	туп	2
371	48	Ikhrek1	4	the ball	туп	NA	туп	2
372	49	Ikhrek2	4	the ball	туп	NA	туп	2
373	50	Ikhrek3	4	the ball	туп	NA	туп	2
374	51	Ikhrek4	4	the ball	туп	NA	туп	2
375	52	Ilisu1	4	the ball	top	NA	top	2
376	57	Khapil1	4	the ball	туп	NA	туп	2
377	58	Khapil2	4	the ball	туп	NA	туп	2
378	59	Khapil3	4	the ball	туп	NA	туп	2
379	60	Khapil4	4	the ball	туп	NA	туп	2
380	61	Khapil5	4	the ball	туп	NA	туп	2
381	62	Khiv1	4	the ball	туп	NA	туп	2
382	63	Khiv2	4	the ball	туп	NA	туп	2
383	64	Khiv3	4	the ball	туп	NA	туп	2
384	65	Khiv4	4	the ball	туп	NA	туп	2
385	66	Khlyut1	4	the ball	туп	NA	туп	2
386	67	Khlyut2	4	the ball	тур	NA	туп	2
387	68	Khlyut3	4	the ball	тып	NA	туп	2
388	69	Khlyut4	4	the ball	туп	NA	туп	2
389	70	Khlyut5	4	the ball	туп	NA	туп	2
390	71	Khoredzh1	4	the ball	туп	NA	туп	2
391	72	Khoredzh2	4	the ball	туп	NA	туп	2
392	73	Khoredzh3	4	the ball	туп	NA	туп	2
393	74	Khoredzh4	4	the ball	туп	NA	туп	2
394	75	Khoredzh5	4	the ball	туп	NA	туп	2
395	76	Khoredzh6	4	the ball	туп	NA	туп	2
396	77	Khutkhul1	4	the ball	туп	NA	туп	2
397	78	Khutkhul2	4	the ball	туп	NA	туп	2
398	79	Khutkhul3	4	the ball	туп	NA	туп	2
399	80	Khutkhul4	4	the ball	туп	NA	туп	2
400	81	Kiche1	4	the ball	туп	NA	туп	2
401	82	Kiche2	4	the ball	туп	NA	туп	2
402	86	Kina1	4	the ball	туп	NA	туп	2
403	87	Kina2	4	the ball	туп	NA	туп	2
404	88	Kina3	4	the ball	туп	NA	туп	2
405	89	Kurag1	4	the ball	туп	NA	туп	2
406	90	Laka1	4	the ball	туп	NA	туп	2
407	91	Laka2	4	the ball	туп	NA	туп	2
408	92	Laka3	4	the ball	туп	NA	туп	2
409	93	Laka4	4	the ball	туп	NA	туп	2
410	94	Laka5	4	the ball	туп	NA	туп	2
411	95	Laka6	4	the ball	туп	NA	туп	2
412	100	Qax1	4	the ball	top	NA	top	2
413	101	Qax2	4	the ball	top	NA	top	2
414	102	Qax3	4	the ball	top	NA	top	2
415	106	Qax7	4	the ball	top	NA	top	2
416	107	Qax8	4	the ball	top	NA	top	2
417	108	Qax9	4	the ball	top	NA	top	2
418	112	Rutul1	4	the ball	туп	NA	туп	2
419	115	Tatil1	4	the ball	туп	NA	туп	2
420	116	Tatil2	4	the ball	туп	NA	туп	2
421	117	Tatil3	4	the ball	туп	NA	туп	2
422	118	Tatil4	4	the ball	туп	NA	туп	2
423	119	Tatil5	4	the ball	туп	NA	туп	2
424	120	Tpig1	4	the ball	туп	NA	туп	2
425	121	Tsinit1	4	the ball	туп	NA	туп	2
426	122	Tsinit2	4	the ball	туп	NA	туп	2
427	123	Tsinit3	4	the ball	туп	NA	туп	2
428	124	Tsinit4	4	the ball	туп	NA	туп	2
429	125	Tsinit5	4	the ball	туп	NA	туп	2
430	127	Yagdyg1	4	the ball	туп	NA	туп	2
431	128	Yagdyg2	4	the ball	туп	NA	туп	2
432	129	Yagdyg3	4	the ball	туп	NA	туп	2
433	130	Yagdyg4	4	the ball	туп	NA	туп	2
434	131	Yagdyg5	4	the ball	туп	NA	туп	2
435	132	Yagdyg6	4	the ball	туп	NA	туп	2
436	133	Yersi1	4	the ball	топ	NA	top	2
